rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.29096860931658,86.46501432159938,600343,航天动力,bottom_area,2024-08-21,7.74,2024-08-19,7.65,1.1764705882352922,2.875816993464049,31.696428571428566,False,-1.1494,1.2095,4,4,4,100.0,26.383694961160476,55.72413793103447,6.823529411764707,1.1764705882352922,历史4/4次成功; 当前距低点1.18%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
12,82.64367210163195,77.56658644351123,000597,东北制药,bottom_area,2024-08-21,4.29,2024-08-21,4.26,0.704225352112682,2.8169014084507067,28.881469115191994,False,-1.3793,2.8121,3,3,3,100.0,29.259248636172746,61.02150537634409,7.295774647887318,0.704225352112682,历史3/3次成功; 当前距低点0.70%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
13,82.16827875820901,77.38046768571591,000155,川能动力,bottom_area,2024-08-21,9.18,2024-08-21,9.1,0.87912087912088,1.9780219780219748,27.490039840637458,False,0.1091,0.4941,2,2,2,100.0,24.596039194147934,37.70685579196216,7.1208791208791204,0.87912087912088,历史2/2次成功; 当前距低点0.88%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
14,81.71942141890227,76.98319634431785,001203,大中矿业,bottom_area,2024-08-21,7.88,2024-08-21,7.81,0.8962868117797732,1.1523687580025703,32.846087704213254,False,0.2545,0.2359,2,2,2,100.0,22.670592877288865,29.46341463414634,7.103713188220227,0.8962868117797732,历史2/2次成功; 当前距低点0.90%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
15,81.25059493946972,79.57423113685333,002545,东方铁塔,bottom_area,2024-08-21,6.0,2024-07-25,5.83,2.915951972555745,7.375643224699823,29.247572815533985,True,-0.8264,0.4086,3,3,3,100.0,18.132266850969987,28.468653648509758,5.084048027444255,2.915951972555745,历史3/3次成功; 当前距低点2.92%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
16,81.18270005311281,78.76541657879795,000421,南京公用,bottom_area,2024-08-21,4.64,2024-08-20,4.53,2.428256070640164,3.311258278145683,30.839694656488543,False,1.5317,2.7315,5,6,5,83.33333333333334,13.970468207119307,30.864197530864196,5.571743929359836,2.428256070640164,历史5/6次成功; 当前距低点2.43%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
17,80.93561248927364,76.9049757005395,300690,双一科技,bottom_area,2024-08-21,17.34,2024-08-21,17.11,1.3442431326709552,2.6884862653419104,28.169605373635605,False,-0.4592,3.6084,2,2,2,100.0,10.375537865748704,11.160714285714286,6.655756867329045,1.3442431326709552,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
18,80.84128425981824,75.50171328045961,002732,燕塘乳业,bottom_area,2024-08-21,13.45,2024-08-21,13.39,0.44809559372665214,2.1657953696788583,27.543290043290042,False,-1.6094,0.3565,3,3,3,100.0,15.018124914819245,25.344352617079892,7.551904406273348,0.44809559372665214,历史3/3次成功; 当前距低点0.45%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
19,80.81098465397957,74.82498579072183,002219,新里程,bottom_area,2024-08-21,1.71,2024-08-21,1.71,0.0,2.9239766081871372,28.451882845188294,False,-2.8409,0.9938,2,2,2,100.0,34.81175156302061,45.685279187817265,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
20,80.52929610021391,76.61888092160619,301538,骏鼎达,bottom_area,2024-08-21,70.38,2024-08-21,69.4,1.4121037463976798,3.9048991354466764,27.595200834637446,False,-2.9375,14.1479,2,2,2,100.0,9.669233674155395,10.10519247985676,6.587896253602321,1.4121037463976798,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
21,80.13324880199404,79.77147341236879,000789,万年青,confirmed_rebound,2024-08-21,4.41,2024-07-09,4.25,3.7647058823529442,9.88235294117647,29.752066115702476,True,0.0,0.3988,2,2,2,100.0,34.00539152759949,47.599999999999994,4.235294117647056,3.7647058823529442,历史2/2次成功; 当前距低点3.76%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
22,80.04839811706341,75.6430323284493,000708,中信特钢,bottom_area,2024-08-21,11.47,2024-08-21,11.35,1.0572687224669692,1.8502202643171883,30.36809815950921,False,-0.2609,0.1377,1,1,1,100.0,16.739811912225715,16.739811912225715,6.9427312775330305,1.0572687224669692,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
23,79.91347619708539,75.08954198473283,002687,乔治白,bottom_area,2024-08-21,3.96,2024-07-25,3.93,0.7633587786259493,5.852417302798981,32.82051282051282,False,-1.0,0.5343,1,1,1,100.0,64.00000000000001,64.00000000000001,7.236641221374052,0.7633587786259493,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
24,79.8863803919009,74.48751657317693,001218,丽臣实业,bottom_area,2024-08-21,13.83,2024-07-25,13.78,0.3628447024673491,6.603773584905662,30.404040404040412,False,-0.2165,0.5418,2,2,2,100.0,25.18711018711019,29.999999999999993,7.637155297532651,0.3628447024673491,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
25,79.52707503155477,76.33366659421866,002539,云图控股,confirmed_rebound,2024-08-21,6.54,2024-07-24,6.42,1.8691588785046744,8.566978193146415,29.682365826944146,True,0.0,0.5003,1,1,1,100.0,8.953488372093018,8.953488372093018,6.130841121495326,1.8691588785046744,历史1/1次成功; 当前距低点1.87%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
26,79.4420017421891,78.23686249383684,600210,紫江企业,confirmed_rebound,2024-08-21,4.83,2024-07-25,4.68,3.2051282051282133,9.61538461538462,27.329192546583858,True,0.625,0.4716,2,2,2,100.0,18.895455922199744,19.867549668874158,4.794871794871787,3.2051282051282133,历史2/2次成功; 当前距低点3.21%; 最新日涨幅0.62%; 状态confirmed_rebound; 底部已确认
27,79.11313394455384,79.08816066883766,301360,荣旗科技,bottom_area,2024-08-21,43.07,2024-08-21,41.42,3.9835828102365975,4.321583775953643,27.333333333333332,False,1.0558,8.9003,3,3,3,100.0,15.326502560091912,23.857583403420236,4.016417189763403,3.9835828102365975,历史3/3次成功; 当前距低点3.98%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
28,78.63649455697166,73.49871995796808,300411,金盾股份,bottom_area,2024-08-21,10.3,2024-08-21,10.25,0.4878048780487874,3.9024390243902474,29.794520547945204,False,-3.4677,6.4351,2,2,2,100.0,31.617823010318947,33.550488599348526,7.512195121951212,0.4878048780487874,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
29,78.60854592462667,75.20644917103981,600011,华能国际,bottom_area,2024-08-21,7.18,2024-08-21,7.06,1.6997167138810214,2.266288951841362,28.686868686868692,False,-0.8287,0.5182,1,1,1,100.0,22.267759562841515,22.267759562841515,6.3002832861189795,1.6997167138810214,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
30,78.08912265791496,74.22022261156343,600997,开滦股份,bottom_area,2024-08-21,5.97,2024-07-30,5.89,1.3582342954159605,6.451612903225805,30.70588235294118,False,-0.5,0.412,1,1,1,100.0,12.77955271565495,12.77955271565495,6.6417657045840395,1.3582342954159605,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
31,77.57033398043616,73.79841499195831,002601,龙佰集团,bottom_area,2024-08-21,15.84,2024-08-19,15.62,1.4084507042253562,3.841229193341867,32.67241379310345,False,-0.6897,0.4663,1,1,1,100.0,11.127325793506023,11.127325793506023,6.591549295774644,1.4084507042253562,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
32,76.96038219814439,72.1053969988266,688065,凯赛生物,bottom_area,2024-08-21,34.48,2024-08-21,34.27,0.6127808578931827,1.400641960898736,29.296472044563636,False,-0.3468,0.1447,2,2,2,100.0,15.443749219478864,18.007614213197968,7.387219142106817,0.6127808578931827,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
33,76.95681654289021,71.84072519431119,603291,联合水务,bottom_area,2024-08-21,9.47,2024-08-21,9.43,0.42417815482503635,2.3329798515376523,27.181467181467177,False,-1.1482,1.0785,2,2,2,100.0,11.708878426410102,12.102772143340088,7.575821845174964,0.42417815482503635,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
34,76.23490927116829,71.44971734540505,000600,建投能源,bottom_area,2024-08-21,4.79,2024-08-21,4.76,0.6302521008403413,1.4705882352941237,27.10566615620215,False,-0.6224,0.8693,2,2,2,100.0,12.132753415704464,13.438735177865627,7.369747899159659,0.6302521008403413,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
35,75.7624470695835,70.60519783632174,000906,浙商中拓,bottom_area,2024-08-21,5.98,2024-08-21,5.96,0.33557046979866545,2.0134228187919483,27.050183598531213,False,-1.157,0.4435,1,1,1,100.0,20.646766169154233,20.646766169154233,7.6644295302013346,0.33557046979866545,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
36,75.48555065008082,70.30780261915169,000028,国药一致,bottom_area,2024-08-21,26.18,2024-08-21,26.1,0.3065134099616793,3.6398467432950166,32.62777490965411,False,-3.0011,1.0394,2,2,2,100.0,12.240070934754426,14.150943396226415,7.6934865900383205,0.3065134099616793,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
37,75.09603943714538,70.16334375497729,000539,粤电力A,bottom_area,2024-08-21,4.29,2024-08-21,4.27,0.46838407494146284,1.4051522248243677,29.069767441860467,False,-0.6944,0.4077,1,1,1,100.0,19.89924433249369,19.89924433249369,7.531615925058538,0.46838407494146284,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
38,74.47665491265072,75.01685023369235,002674,兴业科技,bottom_area,2024-08-21,8.11,2024-08-21,7.77,4.375804375804374,5.534105534105531,31.72231985940247,False,1.8844,1.6415,1,1,1,100.0,31.578947368421055,31.578947368421055,3.6241956241956266,4.375804375804374,历史1/1次成功; 当前距低点4.38%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
39,73.53255551634368,68.60370393806473,002311,海大集团,bottom_area,2024-08-21,38.26,2024-08-21,38.11,0.393597480976118,1.3382314353188087,30.124679134580123,False,-1.3663,0.2426,1,1,1,100.0,10.59734513274336,10.59734513274336,7.606402519023882,0.393597480976118,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
40,73.16520138408397,68.25867609535612,002372,伟星新材,bottom_area,2024-08-21,12.81,2024-08-20,12.76,0.39184952978056986,3.840125391849532,32.307692307692314,False,-0.5435,0.4905,1,1,1,100.0,8.720930232558127,8.720930232558127,7.60815047021943,0.39184952978056986,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
41,72.53035500762941,68.13704129993229,000726,鲁泰A,bottom_area,2024-08-21,5.36,2024-08-21,5.32,0.7518796992481209,2.631578947368415,29.536423841059595,False,-1.8315,0.6966,1,1,1,100.0,12.480252764612954,12.480252764612954,7.248120300751879,0.7518796992481209,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
42,72.34533454668984,68.00971520252864,002651,利君股份,bottom_area,2024-08-21,5.12,2024-08-20,5.08,0.7874015748031503,2.559055118110234,30.02754820936639,False,0.1957,1.3143,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,7.212598425196851,0.7874015748031503,历史2/3次成功; 当前距低点0.79%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
43,71.98872910929826,71.78022980336414,603367,辰欣药业,confirmed_rebound,2024-08-21,13.22,2024-07-30,12.73,3.849175176747841,9.112333071484683,27.048710601719193,True,-1.4169,0.3565,1,1,1,100.0,31.216931216931226,31.216931216931226,4.150824823252159,3.849175176747841,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部已确认
44,71.50939324605856,67.30943631705102,002293,罗莱生活,bottom_area,2024-08-21,7.09,2024-08-21,7.03,0.8534850640113741,2.9871977240398286,31.34765625,False,-2.0718,0.2558,1,1,1,100.0,9.27624872579001,9.27624872579001,7.146514935988627,0.8534850640113741,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
45,69.3241300239798,68.9403665521191,002320,海峡股份,confirmed_rebound,2024-08-21,5.03,2024-07-09,4.85,3.7113402061855796,10.309278350515465,27.28635682158921,True,-0.789,0.2559,1,1,1,100.0,14.259259259259249,14.259259259259249,4.28865979381442,3.7113402061855796,历史1/1次成功; 当前距低点3.71%; 最新日涨幅-0.79%; 状态confirmed_rebound; 底部已确认
