rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.1217180710136,81.03617276326585,605117,德业股份,bottom_area,2023-08-09,106.05,2023-08-09,105.8,0.23629489603024575,2.0793950850661655,29.878048780487802,False,-2.5007,4.5462,6,6,6,100.0,25.510350140939813,59.18895599654874,7.763705103969755,0.23629489603024575,历史6/6次成功; 当前距低点0.24%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
19,73.63175944678414,72.16192207161889,605118,力鼎光电,bottom_area,2023-08-09,14.65,2023-07-28,14.23,2.951510892480674,7.027406886858749,30.210887690044142,True,-1.5457,0.4642,1,1,1,100.0,12.050359712230225,12.050359712230225,5.048489107519326,2.951510892480674,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-1.55%; 状态bottom_area; 底部已确认
20,73.43921742223777,73.20742609949532,600935,华塑股份,bottom_area,2023-08-09,3.79,2023-06-27,3.65,3.835616438356168,7.671232876712336,28.571428571428577,True,-0.2632,0.2933,1,1,1,100.0,28.50877192982458,28.50877192982458,4.164383561643832,3.835616438356168,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
21,73.34493111435732,68.78060506050605,002377,国创高新,bottom_area,2023-08-09,3.05,2023-08-09,3.03,0.6600660066006607,2.31023102310232,32.51670378619154,False,-0.6515,8.4032,1,1,1,100.0,14.814814814814808,14.814814814814808,7.339933993399339,0.6600660066006607,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
22,73.08898630159891,72.55808424489362,688314,康拓医疗,bottom_area,2023-08-09,32.91,2023-08-09,31.76,3.620906801007541,4.628463476070515,27.653758542141226,False,2.0149,0.9378,1,1,1,100.0,9.106192210703279,9.106192210703279,4.379093198992459,3.620906801007541,历史1/1次成功; 当前距低点3.62%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
23,72.62330149573718,68.1426864934295,300375,鹏翎股份,bottom_area,2023-08-09,4.38,2023-08-09,4.35,0.6896551724137989,3.4482758620689737,29.268292682926838,False,-1.1287,8.6554,1,1,1,100.0,11.74785100286532,11.74785100286532,7.310344827586201,0.6896551724137989,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
24,72.29090624481829,73.60263639845411,002755,奥赛康,bottom_area,2023-08-09,8.08,2023-08-08,7.7,4.935064935064934,5.844155844155846,31.00358422939068,False,1.7632,0.5216,1,1,1,100.0,30.831099195710454,30.831099195710454,3.0649350649350664,4.935064935064934,历史1/1次成功; 当前距低点4.94%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
25,72.12898306278254,73.01120175060231,002219,新里程,bottom_area,2023-08-09,3.84,2023-08-07,3.67,4.632152588555857,5.449591280653956,29.42307692307693,False,1.3193,0.7278,1,1,1,100.0,23.938223938223942,23.938223938223942,3.367847411444143,4.632152588555857,历史1/1次成功; 当前距低点4.63%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
26,71.97646587122436,67.67936343115126,300565,科信技术,bottom_area,2023-08-09,16.38,2023-08-09,16.25,0.7999999999999939,3.076923076923077,28.60281195079087,False,-1.8574,2.9103,1,1,1,100.0,10.60948081264109,10.60948081264109,7.200000000000006,0.7999999999999939,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
27,71.75100569115345,72.21412259203626,688278,特宝生物,confirmed_rebound,2023-08-09,34.18,2023-07-28,32.76,4.33455433455434,10.012210012210017,28.205128205128215,True,1.1243,0.4165,1,1,1,100.0,17.0263788968825,17.0263788968825,3.665445665445661,4.33455433455434,历史1/1次成功; 当前距低点4.33%; 最新日涨幅1.12%; 状态confirmed_rebound; 底部已确认
28,68.68552815240172,68.49834224702983,002768,国恩股份,confirmed_rebound,2023-08-09,23.42,2023-06-26,22.55,3.8580931263858136,10.687361419068736,28.526148969889064,True,-1.3479,0.7374,1,1,1,100.0,13.681691264459511,13.681691264459511,4.141906873614187,3.8580931263858136,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-1.35%; 状态confirmed_rebound; 底部已确认
29,66.42864595902181,67.2442836068597,601669,中国电建,confirmed_rebound,2023-08-09,5.87,2023-06-07,5.61,4.634581105169336,8.377896613190726,29.78723404255319,True,-0.6768,0.4663,1,1,1,100.0,16.457680250783696,16.457680250783696,3.3654188948306643,4.634581105169336,历史1/1次成功; 当前距低点4.63%; 最新日涨幅-0.68%; 状态confirmed_rebound; 底部已确认
