rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.92866073418874,84.70948346699187,002534,西子洁能,bottom_area,2023-10-17,12.64,2023-09-22,12.48,1.2820512820512833,7.2115384615384635,27.861271676300582,True,-0.4724,0.2435,3,3,3,100.0,25.712690269187092,33.11594202898551,8.717948717948717,1.2820512820512833,历史3/3次成功; 当前距低点1.28%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
12,82.71206345727461,78.29539987460461,000524,岭南控股,bottom_area,2023-10-17,8.19,2023-10-17,8.02,2.119700748129675,3.366583541147127,28.392857142857142,False,0.8621,1.5382,1,1,1,100.0,21.550094517958406,21.550094517958406,7.880299251870326,2.119700748129675,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
13,82.24221427057476,75.64829735080785,688103,国力电子,bottom_area,2023-10-17,47.45,2023-10-17,47.16,0.6149279050042542,3.6471586089906833,27.446153846153855,False,-2.4666,1.0965,2,2,2,100.0,34.51791921622336,57.609964966913196,9.385072094995746,0.6149279050042542,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
14,81.68796399479501,75.61340400974264,600004,白云机场,bottom_area,2023-10-17,10.68,2023-10-17,10.58,0.9451795841209797,1.1342155009451722,28.271186440677965,False,0.2817,0.2924,1,1,1,100.0,32.57211538461537,32.57211538461537,9.054820415879021,0.9451795841209797,历史1/1次成功; 当前距低点0.95%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
15,80.69832751062117,74.10279112754156,600032,浙江新能,bottom_area,2023-10-17,9.55,2023-10-16,9.5,0.5263157894736916,1.8947368421052602,28.892215568862273,False,0.3151,0.7783,1,1,1,100.0,19.31608133086876,19.31608133086876,9.47368421052631,0.5263157894736916,历史1/1次成功; 当前距低点0.53%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
16,79.82624662993398,78.26752889349571,000058,深赛格,bottom_area,2023-10-17,7.08,2023-09-22,6.81,3.9647577092511086,7.782672540381795,27.16577540106952,True,0.0,1.4815,1,1,1,100.0,34.82352941176472,34.82352941176472,6.035242290748892,3.9647577092511086,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
17,77.413617234715,72.41919031634627,000428,华天酒店,bottom_area,2023-10-17,4.06,2023-10-16,4.0,1.4999999999999902,2.499999999999991,28.571428571428566,False,0.7444,1.2078,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,8.50000000000001,1.4999999999999902,历史2/3次成功; 当前距低点1.50%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
18,76.93618598623222,71.14788359228372,603025,大豪科技,bottom_area,2023-10-17,12.39,2023-10-17,12.28,0.8957654723127135,1.384364820846905,28.22910578609001,False,-0.0806,0.3394,2,2,2,100.0,13.76467133955222,13.87573964497043,9.104234527687288,0.8957654723127135,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
19,76.2296898617604,74.53653754940713,300512,中亚股份,bottom_area,2023-10-17,7.88,2023-08-25,7.59,3.8208168642951255,9.090909090909085,28.260869565217394,True,0.1271,0.6486,1,1,1,100.0,12.999999999999995,12.999999999999995,6.179183135704875,3.8208168642951255,历史1/1次成功; 当前距低点3.82%; 最新日涨幅0.13%; 状态bottom_area; 底部已确认
20,75.63926074654283,69.10180410790927,601156,东航物流,bottom_area,2023-10-17,11.68,2023-10-16,11.65,0.2575107296137284,3.1759656652360446,28.52760736196319,False,-0.2562,0.6493,1,1,1,100.0,11.607142857142852,11.607142857142852,9.742489270386272,0.2575107296137284,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
21,75.41828661365213,68.938645668815,001330,博纳影业,bottom_area,2023-10-17,6.99,2023-10-17,6.97,0.286944045911054,1.4347202295552444,32.0,False,-0.2853,0.4534,1,1,1,100.0,11.090742438130146,11.090742438130146,9.713055954088947,0.286944045911054,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
22,75.3393438014074,69.41924466523653,000006,深振业A,bottom_area,2023-10-17,4.28,2023-10-17,4.25,0.7058823529411823,2.1176470588235263,30.327868852459012,False,-0.9259,0.9449,1,1,1,100.0,18.809980806142043,18.809980806142043,9.294117647058817,0.7058823529411823,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
23,74.12662393943232,68.56353474320242,000965,天保基建,bottom_area,2023-10-17,3.34,2023-10-17,3.31,0.9063444108761269,1.5105740181268827,27.886710239651414,False,-0.2985,1.1063,1,1,1,100.0,16.666666666666664,16.666666666666664,9.093655589123873,0.9063444108761269,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
24,72.69474059342188,67.35477434023224,688281,华秦科技,bottom_area,2023-10-17,141.9,2023-10-17,140.5,0.996441281138794,4.3131672597864785,27.341366292599684,False,-2.9744,1.6249,1,1,1,100.0,11.272368071121925,11.272368071121925,9.003558718861207,0.996441281138794,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
25,71.14194250179294,70.3310303996243,002145,钛能化学,confirmed_rebound,2023-10-17,4.51,2023-09-26,4.32,4.398148148148136,10.416666666666648,30.32258064516129,True,-1.5284,1.5856,2,2,2,100.0,13.488216007537837,16.649537512846855,5.6018518518518645,4.398148148148136,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-1.53%; 状态confirmed_rebound; 底部已确认
26,65.8619832237588,61.33454545454546,002069,獐子岛,bottom_area,2023-10-17,4.01,2023-10-17,3.96,1.262626262626258,2.525252525252516,30.03533568904594,False,0.25,0.7704,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,8.737373737373742,1.262626262626258,历史1/3次成功; 当前距低点1.26%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
27,60.96955904948763,57.005128553511696,603191,望变电气,bottom_area,2023-10-17,15.17,2023-09-21,14.95,1.4715719063545194,5.819397993311044,29.046037019458954,False,-0.5246,1.3068,1,2,1,50.0,13.281249999999995,13.281249999999995,8.52842809364548,1.4715719063545194,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
