rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.77070652073705,81.89285033098483,002779,中坚科技,bottom_area,2025-06-03,97.15,2025-06-03,96.88,0.27869529314617075,3.5301403798513644,28.916281458654343,False,-2.7528,3.7948,4,4,4,100.0,30.635890319129533,38.253119429590015,19.721304706853832,0.27869529314617075,历史4/4次成功; 当前距低点0.28%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
2,96.15307190005207,81.76281624154088,600770,综艺股份,bottom_area,2025-06-03,5.5,2025-06-03,5.44,1.102941176470581,1.8382352941176405,27.94701986754966,False,0.7326,5.2528,1,1,1,100.0,27.72861356932153,27.72861356932153,18.89705882352942,1.102941176470581,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
3,96.1033967238995,82.44390393242931,002304,洋河股份,bottom_area,2025-06-03,66.03,2025-05-29,65.0,1.5846153846153863,1.9384615384615462,31.57894736842105,False,0.5023,0.3454,2,2,2,100.0,20.62810220081931,20.781426953567394,18.415384615384614,1.5846153846153863,历史2/2次成功; 当前距低点1.58%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
4,91.19873772536872,77.84998879365176,002889,东方嘉盛,bottom_area,2025-06-03,14.65,2025-05-30,14.46,1.3139695712309785,3.73443983402489,32.65020959478341,False,-0.4755,2.2317,1,1,1,100.0,31.751824817518237,31.751824817518237,18.686030428769023,1.3139695712309785,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
5,90.00457502534638,79.18636363636362,301058,中粮科工,bottom_area,2025-06-03,10.76,2025-04-30,10.45,2.9665071770334976,8.038277511961722,29.77150537634409,True,-0.278,1.0461,1,1,1,100.0,57.794273594909875,57.794273594909875,17.033492822966505,2.9665071770334976,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
6,88.14885013010873,74.54350192172714,688448,磁谷科技,bottom_area,2025-06-03,28.94,2025-06-03,28.71,0.801114594218044,2.577499129223262,27.113480578827115,False,0.1384,2.6267,1,1,1,100.0,25.053995680345576,25.053995680345576,19.198885405781958,0.801114594218044,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
7,85.63707818180522,72.65324093147132,000811,冰轮环境,bottom_area,2025-06-03,9.3,2025-06-03,9.21,0.9771986970684022,2.1715526601520008,28.54926299456943,False,-1.7951,2.0682,4,5,4,80.0,32.856204090254195,47.451868629671566,19.0228013029316,0.9771986970684022,历史4/5次成功; 当前距低点0.98%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
8,84.42769192468651,72.70086781268526,688205,德科立,bottom_area,2025-06-03,53.44,2025-06-03,52.5,1.7904761904761861,7.5809523809523744,30.527987296546243,False,-4.0747,6.1183,1,1,1,100.0,20.12448132780082,20.12448132780082,18.209523809523816,1.7904761904761861,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
9,84.38645423081685,75.85216592151018,002040,南京港,bottom_area,2025-06-03,10.31,2025-06-03,9.9,4.141414141414143,4.949494949494952,31.72413793103448,False,1.5764,8.3339,1,1,1,100.0,33.196721311475414,33.196721311475414,15.858585858585858,4.141414141414143,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
10,82.97106047376164,73.54784438520275,688543,国科军工,bottom_area,2025-06-03,45.3,2025-05-29,43.82,3.3774532177088012,6.4354176175262445,31.133113311331133,False,-0.1763,4.9252,1,1,1,100.0,33.916331836445266,33.916331836445266,16.6225467822912,3.3774532177088012,历史1/1次成功; 当前距低点3.38%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
11,79.11223070227086,67.68129329161856,002819,东方中科,bottom_area,2025-06-03,28.29,2025-05-30,27.89,1.4342058085335194,4.195051989960553,31.575073601570164,False,1.1441,3.2019,2,5,2,40.0,36.08216416706984,51.677148846960186,18.56579419146648,1.4342058085335194,历史2/5次成功; 当前距低点1.43%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
