rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.06438682720119,77.71285884724905,002774,快意电梯,bottom_area,2022-10-12,5.98,2022-10-11,5.8,3.103448275862079,5.51724137931035,32.00468933177022,False,2.2222,2.2001,2,2,2,100.0,13.810327506530031,15.049226441631497,4.896551724137921,3.103448275862079,历史2/2次成功; 当前距低点3.10%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
16,74.08696023936785,73.54059399969847,603228,景旺电子,bottom_area,2022-10-12,19.49,2022-10-11,18.81,3.615098351940456,4.199893673577899,31.0483870967742,False,3.1763,0.5156,1,1,1,100.0,14.317302377003868,14.317302377003868,4.384901648059544,3.615098351940456,历史1/1次成功; 当前距低点3.62%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
17,73.8565501400928,71.72868426108772,688235,百济神州,bottom_area,2022-10-12,84.3,2022-10-12,82.26,2.4799416484317915,2.565037685387794,29.967648561212318,False,-0.5192,1.4312,1,1,1,100.0,13.13414634146341,13.13414634146341,5.520058351568209,2.4799416484317915,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
18,73.80853161083111,73.64080877234605,002677,浙江美大,bottom_area,2022-10-12,11.24,2022-10-11,10.82,3.88170055452865,4.251386321626609,27.81854569713142,False,0.4468,0.5197,1,1,1,100.0,18.124118476727787,18.124118476727787,4.11829944547135,3.88170055452865,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
19,73.70149861482153,74.8491861355669,000715,中兴商业,bottom_area,2022-10-12,4.8,2022-10-12,4.58,4.803493449781654,5.021834061135361,28.881987577639755,False,0.8403,3.8983,2,2,2,100.0,19.253501081016484,24.33862433862435,3.1965065502183463,4.803493449781654,历史2/2次成功; 当前距低点4.80%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
20,73.69552089544611,74.76160787174409,688001,华兴源创,bottom_area,2022-10-12,26.48,2022-10-12,25.28,4.746835443037972,5.142405063291128,27.08393423709259,False,3.4375,0.351,2,2,2,100.0,18.088132698229415,26.82291666666668,3.2531645569620284,4.746835443037972,历史2/2次成功; 当前距低点4.75%; 最新日涨幅3.44%; 状态bottom_area; 底部未确认
21,73.38002682722984,73.27207533502354,603165,荣晟环保,bottom_area,2022-10-12,10.86,2022-10-11,10.45,3.9234449760765564,3.9234449760765564,28.668941979522188,False,2.5496,0.6591,1,1,1,100.0,16.653386454183263,16.653386454183263,4.076555023923444,3.9234449760765564,历史1/1次成功; 当前距低点3.92%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
22,73.3652101341605,72.78131483996418,688057,金达莱,bottom_area,2022-10-12,14.16,2022-10-12,13.67,3.584491587417705,4.242867593269935,28.802083333333332,False,2.6087,0.4511,1,1,1,100.0,9.859976662777116,9.859976662777116,4.415508412582295,3.584491587417705,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
23,73.06270321430378,72.85118163673302,001209,洪兴股份,bottom_area,2022-10-12,12.95,2022-10-11,12.47,3.8492381716118573,6.094627105052123,27.542126670540384,False,1.8883,5.5783,1,1,1,100.0,13.480885311871237,13.480885311871237,4.150761828388143,3.8492381716118573,历史1/1次成功; 当前距低点3.85%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
24,72.31638625105289,72.81734093067425,600126,杭钢股份,bottom_area,2022-10-12,4.07,2022-10-11,3.9,4.358974358974368,4.358974358974368,31.698774080560423,False,2.5189,0.2484,1,1,1,100.0,19.54732510288064,19.54732510288064,3.6410256410256316,4.358974358974368,历史1/1次成功; 当前距低点4.36%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
25,72.07489413066088,73.4492668527876,002156,通富微电,bottom_area,2022-10-12,14.75,2022-10-12,14.05,4.982206405693945,5.12455516014234,27.315054319710285,False,3.8001,2.4953,2,2,2,100.0,13.917728267579548,16.184971098265883,3.0177935943060556,4.982206405693945,历史2/2次成功; 当前距低点4.98%; 最新日涨幅3.80%; 状态bottom_area; 底部未确认
26,72.07296830129454,71.91747106655603,605178,时空科技,bottom_area,2022-10-12,19.24,2022-10-12,18.52,3.887688984881203,4.1036717062635075,32.11143695014663,False,2.6133,0.8048,1,1,1,100.0,8.93226855959774,8.93226855959774,4.112311015118797,3.887688984881203,历史1/1次成功; 当前距低点3.89%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
27,71.54336165679535,72.54230487141817,000683,博源化工,bottom_area,2022-10-12,7.32,2022-10-12,6.99,4.721030042918456,4.721030042918456,28.891149542217697,False,1.385,1.1738,1,1,1,100.0,22.50673854447439,22.50673854447439,3.2789699570815443,4.721030042918456,历史1/1次成功; 当前距低点4.72%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
28,71.08007403984277,72.4534453167422,002053,云南能投,bottom_area,2022-10-12,10.72,2022-10-10,10.21,4.995102840352593,5.288932419196857,30.068493150684922,False,1.5152,0.7858,1,1,1,100.0,25.38860103626942,25.38860103626942,3.004897159647407,4.995102840352593,历史1/1次成功; 当前距低点5.00%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
29,70.81465872562944,71.11408645808454,000560,我爱我家,bottom_area,2022-10-12,2.47,2022-10-12,2.37,4.2194092827004255,5.485232067510544,30.498533724340177,False,0.0,4.5533,1,1,1,100.0,8.679245283018867,8.679245283018867,3.780590717299575,4.2194092827004255,历史1/1次成功; 当前距低点4.22%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
30,70.46269219593067,71.12813922640204,002225,濮耐股份,bottom_area,2022-10-12,4.19,2022-10-12,4.01,4.488778054862858,4.488778054862858,29.52548330404219,False,0.7212,1.4897,1,1,1,100.0,12.056737588652476,12.056737588652476,3.511221945137142,4.488778054862858,历史1/1次成功; 当前距低点4.49%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
31,70.42936991722718,71.7235195863989,300579,数字认证,bottom_area,2022-10-12,19.73,2022-10-11,18.8,4.946808510638296,5.106382978723409,27.30085073472544,False,3.2984,0.8942,1,1,1,100.0,20.872274143302178,20.872274143302178,3.053191489361704,4.946808510638296,历史1/1次成功; 当前距低点4.95%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
32,70.21558032086303,71.10909777987719,300455,航天智装,bottom_area,2022-10-12,7.64,2022-10-11,7.3,4.657534246575341,5.068493150684933,29.672447013487485,False,3.3829,0.5378,1,1,1,100.0,14.022988505747136,14.022988505747136,3.3424657534246593,4.657534246575341,历史1/1次成功; 当前距低点4.66%; 最新日涨幅3.38%; 状态bottom_area; 底部未确认
33,70.21386800073581,70.82760828214647,002475,立讯精密,bottom_area,2022-10-12,28.62,2022-10-11,27.4,4.452554744525557,4.525547445255482,28.272251308900533,False,3.1351,0.8116,1,1,1,100.0,9.996952148735144,9.996952148735144,3.5474452554744436,4.452554744525557,历史1/1次成功; 当前距低点4.45%; 最新日涨幅3.14%; 状态bottom_area; 底部未确认
34,69.81862251335659,70.53336056710322,002404,嘉欣丝绸,bottom_area,2022-10-12,6.0,2022-10-11,5.74,4.529616724738672,4.878048780487793,29.742962056303547,False,2.5641,1.8078,1,1,1,100.0,9.359605911330055,9.359605911330055,3.470383275261329,4.529616724738672,历史1/1次成功; 当前距低点4.53%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
35,69.14177876064745,70.36876834532852,600262,北方股份,bottom_area,2022-10-12,15.37,2022-10-11,14.65,4.914675767918081,5.1194539249146755,27.832512315270936,False,1.6534,0.3001,1,1,1,100.0,13.19478008699855,13.19478008699855,3.0853242320819194,4.914675767918081,历史1/1次成功; 当前距低点4.91%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
36,68.83765260679881,70.1622783024235,300656,民德电子,bottom_area,2022-10-12,29.45,2022-10-12,28.05,4.991087344028515,5.169340463458108,30.15438247011951,False,3.5149,1.1871,1,1,1,100.0,13.021276595744673,13.021276595744673,3.008912655971485,4.991087344028515,历史1/1次成功; 当前距低点4.99%; 最新日涨幅3.51%; 状态bottom_area; 底部未确认
37,68.53909232960524,69.65865310805998,002810,山东赫达,bottom_area,2022-10-12,26.63,2022-10-12,25.4,4.842519685039372,4.842519685039372,27.38707833047456,False,2.66,2.0602,1,1,1,100.0,8.492462311557796,8.492462311557796,3.157480314960628,4.842519685039372,历史1/1次成功; 当前距低点4.84%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
38,67.8196396566024,68.8385851822518,605289,罗曼股份,bottom_area,2022-10-12,18.43,2022-10-12,17.59,4.775440591245025,7.959067652075034,28.20408163265306,False,-2.0723,7.8733,2,2,2,100.0,9.067686721991702,10.0103734439834,3.224559408754975,4.775440591245025,历史2/2次成功; 当前距低点4.78%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
39,63.535273691142656,64.11404640577847,002641,公元股份,confirmed_rebound,2022-10-12,5.14,2022-10-12,4.92,4.471544715447149,8.536585365853657,31.380753138075313,False,-3.7453,10.9871,1,1,1,100.0,17.038539553752532,17.038539553752532,3.528455284552851,4.471544715447149,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-3.75%; 状态confirmed_rebound; 底部未确认
40,54.3909560693183,55.17778122760928,600183,生益科技,bottom_area,2022-10-12,13.24,2022-10-11,12.64,4.746835443037972,4.905063291139234,28.425821064552657,False,3.6805,0.4613,1,2,1,50.0,21.132075471698116,21.132075471698116,3.2531645569620284,4.746835443037972,历史1/2次成功; 当前距低点4.75%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
41,51.450856210150555,52.25111772810443,603313,梦百合,bottom_area,2022-10-12,9.82,2022-10-11,9.37,4.802561366061911,5.229455709711849,28.144171779141107,False,3.043,0.6711,1,3,1,33.33333333333333,25.52486187845302,25.52486187845302,3.197438633938089,4.802561366061911,历史1/3次成功; 当前距低点4.80%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
42,47.687548522399275,47.59929908173321,688131,皓元医药,confirmed_rebound,2022-10-12,97.95,2022-10-12,94.27,3.9036809165163966,17.280152752731524,29.301034948252592,False,-12.1052,4.8279,1,2,1,50.0,12.955331028981659,12.955331028981659,4.096319083483603,3.9036809165163966,历史1/2次成功; 当前距低点3.90%; 最新日涨幅-12.11%; 状态confirmed_rebound; 底部未确认
