rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.46805151707697,80.33230312995218,300473,德尔股份,bottom_area,2024-09-20,15.72,2024-09-18,15.45,1.7475728155339894,4.919093851132696,29.612756264236907,False,-1.3802,5.5161,3,3,3,100.0,17.0794040288693,21.37137137137137,8.252427184466011,1.7475728155339894,历史3/3次成功; 当前距低点1.75%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
12,78.57432373366099,72.21004829105915,301456,盘古智能,bottom_area,2024-09-20,17.7,2024-09-20,17.6,0.568181818181806,5.113636363636355,29.599999999999994,False,-4.3243,3.2586,1,1,1,100.0,42.34141309953585,42.34141309953585,9.431818181818194,0.568181818181806,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
13,78.31348757144151,74.7470946368296,300761,立华股份,bottom_area,2024-09-20,17.27,2024-09-20,16.84,2.553444180522564,3.50356294536817,32.369477911646584,False,-1.0882,0.7765,1,1,1,100.0,30.263157894736853,30.263157894736853,7.446555819477436,2.553444180522564,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
14,78.19369982145855,73.26579970750187,000883,湖北能源,bottom_area,2024-09-20,4.49,2024-09-11,4.42,1.5837104072398256,4.977375565610854,28.70967741935484,False,-1.1013,0.2928,1,1,1,100.0,10.412147505422983,10.412147505422983,8.416289592760174,1.5837104072398256,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
15,77.84313787221191,73.89855295116972,603079,圣达生物,bottom_area,2024-09-20,10.36,2024-09-18,10.13,2.270483711747272,4.6396841066140055,30.616438356164377,False,-1.8009,0.8753,1,1,1,100.0,22.232558139534888,22.232558139534888,7.729516288252729,2.270483711747272,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
16,76.86013848300796,71.08753024956108,301509,金凯生科,bottom_area,2024-09-20,24.58,2024-09-20,24.36,0.9031198686371055,3.0788177339901477,32.05020920502093,False,-2.499,2.1424,2,2,2,100.0,13.530341666955287,15.05054819877544,9.096880131362894,0.9031198686371055,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
17,75.9403251912871,74.34852900885214,300400,劲拓股份,bottom_area,2024-09-20,11.49,2024-09-18,11.06,3.8878842676311005,4.339963833634707,28.64516129032258,False,0.7011,3.1128,4,5,4,80.0,15.338199672317415,27.014218009478668,6.1121157323689,3.8878842676311005,历史4/5次成功; 当前距低点3.89%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
18,75.50234116455357,71.9015654615655,601117,中国化学,bottom_area,2024-09-20,6.31,2024-09-10,6.16,2.4350649350649265,6.493506493506485,28.78612716763006,False,-2.6235,0.9184,1,1,1,100.0,13.513513513513523,13.513513513513523,7.564935064935074,2.4350649350649265,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
19,75.31444819666976,73.61406693231764,603132,金徽股份,bottom_area,2024-09-20,10.65,2024-09-18,10.26,3.8011695906432803,5.165692007797265,31.554369579719815,False,-0.4673,1.0006,2,2,2,100.0,22.799643005292072,33.20754716981132,6.19883040935672,3.8011695906432803,历史2/2次成功; 当前距低点3.80%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
20,74.11390127543294,71.63204414429252,688009,中国通号,bottom_area,2024-09-20,4.82,2024-09-18,4.67,3.211991434689515,4.282655246252681,28.153846153846157,False,-0.6186,0.2146,1,1,1,100.0,21.588089330024815,21.588089330024815,6.788008565310485,3.211991434689515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
21,73.91549183290245,72.22694302964192,000899,赣能股份,bottom_area,2024-09-20,7.4,2024-09-18,7.13,3.7868162692847194,4.908835904628338,28.628628628628633,False,-0.9371,0.7251,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,6.213183730715281,3.7868162692847194,历史5/6次成功; 当前距低点3.79%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
22,73.13116833104722,73.05295317775197,000155,川能动力,bottom_area,2024-09-20,9.34,2024-08-23,8.9,4.943820224719095,7.752808988764039,29.08366533864542,True,-0.6383,0.3587,2,2,2,100.0,24.596039194147934,37.70685579196216,5.056179775280905,4.943820224719095,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-0.64%; 状态bottom_area; 底部已确认
23,73.07031536362807,72.25146542217674,001286,陕西能源,bottom_area,2024-09-20,9.0,2024-09-11,8.62,4.408352668213467,6.380510440835276,31.749802058590664,False,0.1112,1.4927,1,1,1,100.0,17.110266159695826,17.110266159695826,5.591647331786534,4.408352668213467,历史1/1次成功; 当前距低点4.41%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
24,72.14265721844261,71.78241091829504,600262,北方股份,bottom_area,2024-09-20,16.14,2024-08-29,15.41,4.737183646982482,7.722258273848159,31.48065807025344,True,-0.6769,2.2259,2,2,2,100.0,15.232202330188693,17.269624573378834,5.262816353017518,4.737183646982482,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
25,71.57546295844604,70.54820853016946,603291,联合水务,bottom_area,2024-09-20,9.34,2024-09-18,8.96,4.241071428571417,6.696428571428567,30.8108108108108,False,-2.199,1.377,2,2,2,100.0,11.708878426410102,12.102772143340088,5.758928571428584,4.241071428571417,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
26,71.2171568886193,69.74369847023407,000539,粤电力A,bottom_area,2024-09-20,4.26,2024-09-18,4.1,3.9024390243902474,4.87804878048781,31.8936877076412,False,-0.6993,0.3396,1,1,1,100.0,19.89924433249369,19.89924433249369,6.0975609756097535,3.9024390243902474,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
27,70.75674232800687,69.39365272098748,000690,宝新能源,bottom_area,2024-09-20,3.92,2024-09-18,3.77,3.978779840848804,5.0397877984084865,27.91586998087955,False,-0.5076,0.6515,1,1,1,100.0,18.953068592057758,18.953068592057758,6.021220159151197,3.978779840848804,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
28,68.9240813677488,67.76091015615661,301518,长华化学,bottom_area,2024-09-20,13.69,2024-09-18,13.15,4.10646387832699,6.311787072243346,30.38644785600847,False,-1.0123,0.8946,1,1,1,100.0,11.740041928721173,11.740041928721173,5.893536121673011,4.10646387832699,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
29,68.48524529100295,67.38964673971313,002140,东华科技,bottom_area,2024-09-20,6.52,2024-09-18,6.26,4.153354632587856,5.111821086261985,30.444444444444446,False,-0.6098,0.3852,1,1,1,100.0,10.318791946308728,10.318791946308728,5.846645367412145,4.153354632587856,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
30,68.37408507508388,67.46445201421803,000726,鲁泰A,bottom_area,2024-09-20,5.34,2024-09-18,5.12,4.296874999999996,4.8828125,32.185430463576154,False,-0.3731,0.4561,1,1,1,100.0,12.480252764612954,12.480252764612954,5.703125000000004,4.296874999999996,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
31,67.56894424898279,62.78845928099776,000922,佳电股份,bottom_area,2024-09-20,8.8,2024-09-18,8.7,1.1494252873563382,3.6781609195402334,30.6772908366534,False,-0.6772,0.7713,1,2,1,50.0,40.42553191489362,40.42553191489362,8.850574712643661,1.1494252873563382,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
32,67.52198742649836,61.383624933180315,000566,海南海药,bottom_area,2024-09-20,3.96,2024-09-20,3.96,0.0,8.585858585858583,30.404217926186295,False,-10.0,21.9271,2,3,2,66.66666666666666,28.31697992749272,37.53581661891116,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
33,62.536527210119004,60.71507496128059,603060,国检集团,bottom_area,2024-09-20,5.7,2024-09-18,5.51,3.4482758620689724,4.537205081669692,29.719387755102044,False,-0.5236,0.7077,2,4,2,50.0,24.124429713966915,36.2098138747885,6.5517241379310285,3.4482758620689724,历史2/4次成功; 当前距低点3.45%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
34,61.9924177768642,59.40697954718242,000591,太阳能,bottom_area,2024-09-20,4.09,2024-08-23,3.98,2.763819095477384,7.035175879396981,28.158844765342963,True,-0.4866,0.35,1,2,1,50.0,32.84132841328414,32.84132841328414,7.236180904522617,2.763819095477384,历史1/2次成功; 当前距低点2.76%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
35,56.73111790625674,54.71529138166894,000966,长源电力,bottom_area,2024-09-20,3.99,2024-09-18,3.87,3.1007751937984525,4.134366925064603,28.33333333333334,False,-0.9926,0.2955,1,2,1,50.0,20.94117647058823,20.94117647058823,6.899224806201548,3.1007751937984525,历史1/2次成功; 当前距低点3.10%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
36,55.48772866425191,53.51445033525649,002840,华统股份,bottom_area,2024-09-20,9.98,2024-09-18,9.68,3.0991735537190155,6.921487603305784,32.35499650593991,False,-1.7717,1.4473,1,2,1,50.0,14.46540880503144,14.46540880503144,6.900826446280985,3.0991735537190155,历史1/2次成功; 当前距低点3.10%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
37,54.38590817726064,53.23543704274165,000683,博源化工,bottom_area,2024-09-20,5.09,2024-09-18,4.9,3.877551020408153,6.530612244897946,29.69870875179339,False,-0.7797,0.674,1,2,1,50.0,22.50673854447439,22.50673854447439,6.122448979591848,3.877551020408153,历史1/2次成功; 当前距低点3.88%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
38,50.810934772134225,50.79823521333089,000625,长安汽车,bottom_area,2024-09-20,12.0,2024-08-29,11.43,4.9868766404199505,8.136482939632543,29.138251704897705,True,-0.9901,1.2488,1,2,1,50.0,13.808139534883724,13.808139534883724,5.01312335958005,4.9868766404199505,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
