rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.9222034657225,80.33193730753601,600955,维远股份,bottom_area,2023-06-12,18.59,2023-06-12,18.11,2.6504693539480972,2.7609055770292654,28.924646781789644,False,1.2527,0.5001,2,2,2,100.0,22.33874964805201,25.969084423305596,12.349530646051903,2.6504693539480972,历史2/2次成功; 当前距低点2.65%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
17,73.60880626437121,68.28597832894476,600183,生益科技,bottom_area,2023-06-12,14.92,2023-06-08,14.42,3.467406380027739,4.64632454923717,27.09807886754298,False,0.6069,0.6189,2,3,2,66.66666666666666,23.14515165989969,25.158227848101262,11.53259361997226,3.467406380027739,历史2/3次成功; 当前距低点3.47%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
18,68.41168810922565,63.805105883892544,000301,东方盛虹,bottom_area,2023-06-12,11.33,2023-06-09,10.92,3.754578754578756,4.853479853479847,27.586206896551722,False,1.3417,0.5346,2,4,2,50.0,22.019061528667194,28.337639965546952,11.245421245421245,3.754578754578756,历史2/4次成功; 当前距低点3.75%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
19,66.74348363464492,60.46901098901098,601388,怡球资源,bottom_area,2023-06-12,2.79,2023-05-30,2.73,2.1978021978021998,4.3956043956043995,27.777777777777775,False,1.4545,0.5418,1,2,1,50.0,18.333333333333325,18.333333333333325,12.802197802197801,2.1978021978021998,历史1/2次成功; 当前距低点2.20%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
20,62.52323817708044,56.7477011192434,600409,三友化工,bottom_area,2023-06-12,5.35,2023-05-31,5.23,2.294455066921591,5.927342256214141,29.324324324324323,False,0.1873,0.4503,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,12.705544933078409,2.294455066921591,历史1/3次成功; 当前距低点2.29%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
21,62.243854311409756,57.57207106535249,002414,高德红外,bottom_area,2023-06-12,9.68,2023-06-09,9.37,3.308431163287092,5.976520811099259,27.081712062256813,False,0.8333,0.5599,1,2,1,50.0,16.372549019607842,16.372549019607842,11.691568836712907,3.308431163287092,历史1/2次成功; 当前距低点3.31%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
22,61.48057664885015,57.09668274174411,300546,雄帝科技,bottom_area,2023-06-12,19.38,2023-06-07,18.72,3.5256410256410264,5.448717948717947,27.441860465116285,False,-0.9202,2.4901,2,5,2,40.0,27.285721936589546,33.791666666666664,11.474358974358973,3.5256410256410264,历史2/5次成功; 当前距低点3.53%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
23,60.581756840111176,57.56677850264058,000792,盐湖股份,bottom_area,2023-06-12,19.38,2023-05-30,18.5,4.756756756756751,7.5675675675675595,29.49695121951219,True,0.0,0.2867,1,2,1,50.0,24.904214559386965,24.904214559386965,10.24324324324325,4.756756756756751,历史1/2次成功; 当前距低点4.76%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
24,59.98941528848438,56.176956656935076,603333,尚纬股份,bottom_area,2023-06-12,4.45,2023-06-07,4.28,3.9719626168224282,8.411214953271013,29.256198347107432,False,1.5982,3.4391,1,2,1,50.0,17.005545286506468,17.005545286506468,11.028037383177573,3.9719626168224282,历史1/2次成功; 当前距低点3.97%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
25,59.02188041703872,54.87316532258064,000545,金浦钛业,bottom_area,2023-06-12,2.89,2023-06-12,2.79,3.5842293906810068,3.9426523297490994,28.277634961439592,False,1.049,0.8891,1,3,1,33.33333333333333,24.6875,24.6875,11.415770609318992,3.5842293906810068,历史1/3次成功; 当前距低点3.58%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
26,53.109612153848964,50.35166887352265,000798,中水渔业,bottom_area,2023-06-12,10.16,2023-06-01,9.71,4.634397528321311,11.225540679711635,31.76387912860154,True,-3.0534,2.7167,1,2,1,50.0,17.3015873015873,17.3015873015873,10.36560247167869,4.634397528321311,历史1/2次成功; 当前距低点4.63%; 最新日涨幅-3.05%; 状态bottom_area; 底部已确认
