rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.08018839034104,85.08854053640383,000661,长春高新,bottom_area,2025-12-01,100.09,2025-11-24,98.68,1.4288609647344919,2.452371301175504,30.394300627777387,False,0.8362,1.046,3,3,3,100.0,16.270664172034742,25.03526756324649,8.571139035265508,1.4288609647344919,历史3/3次成功; 当前距低点1.43%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
12,78.31682945144776,75.19091500732308,603151,邦基科技,bottom_area,2025-12-01,18.69,2025-11-21,18.17,2.8618602091359358,4.237754540451291,32.62884686688913,False,-0.5851,1.5724,1,1,1,100.0,36.42987249544626,36.42987249544626,7.138139790864065,2.8618602091359358,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
13,77.98705278629897,75.32574685769112,301291,明阳电气,bottom_area,2025-12-01,41.89,2025-11-24,40.6,3.1773399014778305,4.926108374384236,27.0440251572327,False,0.0239,2.6728,1,1,1,100.0,18.54882705946537,18.54882705946537,6.822660098522171,3.1773399014778305,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.02%; 状态bottom_area; 底部未确认
14,77.7266020086301,76.15788706623859,603197,保隆科技,bottom_area,2025-12-01,35.44,2025-11-21,34.1,3.9296187683284347,4.222873900293248,27.431368376250266,False,0.1413,0.8276,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,6.070381231671566,3.9296187683284347,历史5/6次成功; 当前距低点3.93%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
15,77.42079214836039,74.57894193971036,600550,保变电气,bottom_area,2025-12-01,9.5,2025-11-28,9.22,3.036876355748366,4.121475054229924,29.076923076923073,False,-0.1052,2.8036,1,1,1,100.0,35.285053929121716,35.285053929121716,6.963123644251635,3.036876355748366,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
16,76.52899204335034,74.71644749021004,688766,普冉股份,bottom_area,2025-12-01,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,6.258333333333338,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,74.87351651715514,74.56552846480054,300072,海新能科,bottom_area,2025-12-01,4.6,2025-11-24,4.39,4.783599088838268,7.972665148063794,31.29890453834116,True,-1.4989,2.4492,1,1,1,100.0,47.4308300395257,47.4308300395257,5.216400911161732,4.783599088838268,历史1/1次成功; 当前距低点4.78%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
18,74.63891366064195,72.91332375483327,603173,福斯达,bottom_area,2025-12-01,38.24,2025-11-24,36.85,3.772048846675714,5.427408412483039,32.86573146292585,False,-0.5203,2.5087,1,1,1,100.0,35.34190927555856,35.34190927555856,6.227951153324287,3.772048846675714,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
19,73.6363234666317,73.19081416303064,003038,鑫铂股份,bottom_area,2025-12-01,16.1,2025-11-24,15.38,4.681404421326402,5.7867360208062335,28.76331635016211,False,1.0038,2.1034,1,1,1,100.0,25.507614213197975,25.507614213197975,5.318595578673599,4.681404421326402,历史1/1次成功; 当前距低点4.68%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
20,73.02764246750054,70.8468267393778,603938,三孚股份,bottom_area,2025-12-01,17.9,2025-11-21,17.31,3.4084344309647596,8.08781051415368,27.45180217937972,False,-1.323,2.2181,1,1,1,100.0,19.774501300954046,19.774501300954046,6.59156556903524,3.4084344309647596,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
21,68.39185581377497,65.35631559928821,688337,普源精电,bottom_area,2025-12-01,36.86,2025-11-21,35.92,2.6169265033407507,5.066815144766148,28.159999999999997,False,-0.1084,0.8835,3,6,3,50.0,38.886602295188766,54.46153846153845,7.383073496659249,2.6169265033407507,历史3/6次成功; 当前距低点2.62%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
22,65.48739910386713,64.55649046394814,002309,中利集团,bottom_area,2025-12-01,3.19,2025-11-21,3.06,4.248366013071892,6.862745098039215,29.49308755760368,False,-0.9317,2.5471,5,8,5,62.5,27.5014245900648,55.97014925373133,5.751633986928108,4.248366013071892,历史5/8次成功; 当前距低点4.25%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
23,62.735869178597305,57.667760249019985,000002,万科A,bottom_area,2025-12-01,5.2,2025-12-01,5.17,0.5802707930367553,3.2882011605415844,27.591036414565824,False,-3.3457,3.3059,2,4,2,50.0,22.638589554536463,28.255902513328245,9.419729206963245,0.5802707930367553,历史2/4次成功; 当前距低点0.58%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
24,61.8209731297267,57.178426279565016,600383,金地集团,bottom_area,2025-12-01,3.35,2025-12-01,3.32,0.9036144578313329,4.216867469879522,27.192982456140346,False,-3.1792,3.9431,2,4,2,50.0,23.971329265701364,32.594936708860764,9.096385542168669,0.9036144578313329,历史2/4次成功; 当前距低点0.90%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
25,56.872653260479176,56.82146275349403,300687,赛意信息,bottom_area,2025-12-01,23.31,2025-11-24,22.21,4.952723998199,9.14002701485816,27.251883393383558,True,0.7347,1.993,1,2,1,50.0,23.299319727891156,23.299319727891156,5.047276001801001,4.952723998199,历史1/2次成功; 当前距低点4.95%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
26,56.36944118409618,56.36428434197889,002017,东信和平,bottom_area,2025-12-01,21.86,2025-11-24,20.82,4.995196926032657,5.523535062439954,27.88361621059924,False,2.2451,2.7045,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,5.004803073967344,4.995196926032657,历史1/3次成功; 当前距低点5.00%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
27,49.8328204049871,49.74597338441376,002468,申通快递,bottom_area,2025-12-01,14.32,2025-11-21,13.65,4.908424908424908,6.2271062271062245,31.988041853512705,False,-0.3479,0.6464,1,2,1,50.0,16.382699868938413,16.382699868938413,5.091575091575093,4.908424908424908,历史1/2次成功; 当前距低点4.91%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
