rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.74599941714534,89.77256097929873,002685,华东重机,bottom_area,2024-08-20,2.91,2024-08-19,2.86,1.7482517482517577,3.1468531468531578,27.41116751269036,False,0.692,4.4143,3,3,3,100.0,45.36868260920823,109.52380952380952,6.251748251748243,1.7482517482517577,历史3/3次成功; 当前距低点1.75%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
12,80.30881418948672,75.04663671706894,002196,方正电机,bottom_area,2024-08-20,4.21,2024-08-13,4.19,0.47732696897373683,6.205250596658705,28.49829351535836,False,-2.5463,2.8141,3,3,3,100.0,12.929796808220722,18.661971830985923,7.522673031026264,0.47732696897373683,历史3/3次成功; 当前距低点0.48%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
13,79.90636329078627,74.45650442796712,000155,川能动力,bottom_area,2024-08-20,9.17,2024-08-20,9.14,0.3282275711159667,2.516411378555784,27.171314741035857,False,-1.3978,0.4828,2,2,2,100.0,24.596039194147934,37.70685579196216,7.671772428884034,0.3282275711159667,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
14,79.30375253018987,73.97316705678492,001203,大中矿业,bottom_area,2024-08-20,7.86,2024-08-20,7.83,0.38314176245211046,3.1928480204342273,32.67411865864145,False,-2.1171,0.3955,2,2,2,100.0,22.670592877288865,29.46341463414634,7.6168582375478895,0.38314176245211046,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
15,79.19594054896073,76.37278118914142,002601,龙佰集团,bottom_area,2024-08-20,15.95,2024-08-19,15.62,2.112676056338029,3.841229193341867,32.67241379310345,False,0.0627,0.5209,1,1,1,100.0,11.127325793506023,11.127325793506023,5.887323943661971,2.112676056338029,历史1/1次成功; 当前距低点2.11%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
16,79.02211580425919,73.99114502020161,001218,丽臣实业,bottom_area,2024-08-20,13.86,2024-07-25,13.78,0.5805515239477509,6.603773584905662,30.404040404040412,False,-2.2567,0.6739,2,2,2,100.0,25.18711018711019,29.999999999999993,7.41944847605225,0.5805515239477509,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
17,78.58022273732949,73.27832070952286,002110,三钢闽光,bottom_area,2024-08-20,2.72,2024-08-20,2.71,0.3690036900369089,2.583025830258297,27.925531914893615,False,-2.1583,0.4165,2,2,2,100.0,18.761554423693642,22.90322580645161,7.630996309963091,0.3690036900369089,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
18,78.48606861570266,73.50009711547182,300424,航新科技,bottom_area,2024-08-20,11.97,2024-08-20,11.9,0.5882352941176494,4.62184873949579,31.76605504587156,False,-3.1553,4.5438,2,2,2,100.0,32.85630960247343,52.29885057471265,7.4117647058823515,0.5882352941176494,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
19,78.23110910583083,72.84166778960567,688065,凯赛生物,bottom_area,2024-08-20,34.6,2024-08-20,34.5,0.28985507246377223,3.3623188405797007,28.821951722715077,False,-2.6175,0.2523,2,2,2,100.0,15.443749219478864,18.007614213197968,7.710144927536228,0.28985507246377223,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
20,78.07068960757684,75.98247946050614,301507,民生健康,bottom_area,2024-08-20,13.07,2024-08-19,12.74,2.5902668759811625,4.788069073783355,32.91205897840968,False,0.771,10.1541,1,1,1,100.0,14.883268482490283,14.883268482490283,5.409733124018838,2.5902668759811625,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
21,77.95752838995388,77.61882804937478,002545,东方铁塔,bottom_area,2024-08-20,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-1.3051,0.5201,3,3,3,100.0,18.132266850969987,28.468653648509758,4.226415094339627,3.773584905660373,历史3/3次成功; 当前距低点3.77%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
22,77.79100706318876,73.7954521930669,002293,罗莱生活,bottom_area,2024-08-20,7.24,2024-08-20,7.15,1.2587412587412568,3.076923076923073,30.17578125,False,-1.0929,0.2215,1,1,1,100.0,9.27624872579001,9.27624872579001,6.7412587412587435,1.2587412587412568,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
23,77.75863977187727,72.29372433880805,600078,澄星股份,bottom_area,2024-08-20,4.72,2024-08-20,4.71,0.21231422505307404,3.6093418259023338,29.06626506024096,False,-3.0801,0.9961,2,2,2,100.0,21.76236974155405,30.647709320695093,7.787685774946926,0.21231422505307404,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
24,77.63291618212578,75.5184009553753,600210,紫江企业,confirmed_rebound,2024-08-20,4.8,2024-07-25,4.68,2.5641025641025665,9.61538461538462,27.329192546583858,True,-1.8405,0.6255,2,2,2,100.0,18.895455922199744,19.867549668874158,5.435897435897434,2.5641025641025665,历史2/2次成功; 当前距低点2.56%; 最新日涨幅-1.84%; 状态confirmed_rebound; 底部已确认
25,76.24869861454192,75.25354247902692,601163,三角轮胎,bottom_area,2024-08-20,14.64,2024-07-25,14.17,3.3168666196189176,7.480592801693723,27.18396711202467,True,-2.008,0.5723,2,2,2,100.0,16.48386221375298,20.655412115193645,4.683133380381083,3.3168666196189176,历史2/2次成功; 当前距低点3.32%; 最新日涨幅-2.01%; 状态bottom_area; 底部已确认
26,76.01801942066135,70.70225712565818,000539,粤电力A,bottom_area,2024-08-20,4.32,2024-08-20,4.31,0.2320185614849345,2.552204176334114,28.405315614617944,False,-1.8182,0.568,1,1,1,100.0,19.89924433249369,19.89924433249369,7.767981438515066,0.2320185614849345,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
27,75.93429188589428,75.5914734123688,000789,万年青,confirmed_rebound,2024-08-20,4.41,2024-07-09,4.25,3.7647058823529442,9.88235294117647,29.752066115702476,True,-2.0,0.3987,2,2,2,100.0,34.00539152759949,47.599999999999994,4.235294117647056,3.7647058823529442,历史2/2次成功; 当前距低点3.76%; 最新日涨幅-2.00%; 状态confirmed_rebound; 底部已确认
28,75.36523119227253,70.94701193825897,000028,国药一致,bottom_area,2024-08-20,26.99,2024-08-20,26.76,0.8594917787742783,4.1853512705530544,30.924109447599378,False,-2.5983,1.1801,2,2,2,100.0,12.240070934754426,14.150943396226415,7.140508221225722,0.8594917787742783,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
29,75.17220530678414,72.15366659421865,002539,云图控股,confirmed_rebound,2024-08-20,6.54,2024-07-24,6.42,1.8691588785046744,8.566978193146415,29.682365826944146,True,-1.2085,0.7604,1,1,1,100.0,8.953488372093018,8.953488372093018,6.130841121495326,1.8691588785046744,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-1.21%; 状态confirmed_rebound; 底部已确认
30,75.06736635768952,70.69859538674494,000421,南京公用,bottom_area,2024-08-20,4.57,2024-08-20,4.53,0.8830022075055195,3.311258278145683,30.839694656488543,False,-1.9313,3.2361,5,6,5,83.33333333333334,13.970468207119307,30.864197530864196,7.116997792494481,0.8830022075055195,历史5/6次成功; 当前距低点0.88%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
31,74.76157894736842,69.22368421052632,002674,兴业科技,bottom_area,2024-08-20,7.96,2024-08-20,7.96,0.0,6.532663316582921,30.05272407732865,False,-9.9548,2.7689,1,1,1,100.0,31.578947368421055,31.578947368421055,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
32,74.66345148717325,74.74110458284373,000629,钒钛股份,confirmed_rebound,2024-08-20,2.31,2024-07-25,2.22,4.054054054054047,10.360360360360358,32.72727272727272,True,0.0,0.8762,1,1,1,100.0,27.173913043478265,27.173913043478265,3.9459459459459527,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
33,74.58994965499384,69.64797182790106,000708,中信特钢,bottom_area,2024-08-20,11.5,2024-08-20,11.45,0.4366812227074298,2.9694323144104793,29.75460122699387,False,-2.2109,0.1667,1,1,1,100.0,16.739811912225715,16.739811912225715,7.56331877729257,0.4366812227074298,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
34,74.28723292129224,69.47577618267145,300690,双一科技,bottom_area,2024-08-20,17.42,2024-08-20,17.33,0.5193306405078096,4.327755337564917,27.246011754827883,False,-5.1715,7.6785,2,2,2,100.0,10.375537865748704,11.160714285714286,7.480669359492191,0.5193306405078096,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
35,74.1452266155093,69.76651079957988,600011,华能国际,bottom_area,2024-08-20,7.24,2024-08-20,7.18,0.8356545961002856,3.4818941504178276,27.47474747474748,False,-1.4966,0.4488,1,1,1,100.0,22.267759562841515,22.267759562841515,7.1643454038997145,0.8356545961002856,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
36,74.13811958748153,71.15893228898278,600997,开滦股份,bottom_area,2024-08-20,6.0,2024-07-30,5.89,1.8675721561969494,6.451612903225805,30.70588235294118,False,-4.1534,0.5864,1,1,1,100.0,12.77955271565495,12.77955271565495,6.132427843803051,1.8675721561969494,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
37,73.33773515363228,69.1012717625014,301510,固高科技,bottom_area,2024-08-20,20.03,2024-08-20,19.85,0.9068010075566737,3.9294710327455795,28.77646214567635,False,-3.1899,1.6938,2,2,2,100.0,13.11170999855176,16.010654039656714,7.093198992443327,0.9068010075566737,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
38,72.84231594458879,73.4768890775311,002044,美年健康,confirmed_rebound,2024-08-20,3.52,2024-07-25,3.37,4.451038575667654,11.869436201780413,31.083844580777086,True,-1.4006,0.4639,3,3,3,100.0,14.383102312114746,18.108108108108105,3.548961424332347,4.451038575667654,历史3/3次成功; 当前距低点4.45%; 最新日涨幅-1.40%; 状态confirmed_rebound; 底部已确认
39,72.583403114088,68.16867018764974,000726,鲁泰A,bottom_area,2024-08-20,5.46,2024-07-30,5.42,0.7380073800738014,4.797047970479701,28.211920529801326,False,-1.6216,0.8666,1,1,1,100.0,12.480252764612954,12.480252764612954,7.261992619926199,0.7380073800738014,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
40,72.45205373983895,67.96256479837572,002311,海大集团,bottom_area,2024-08-20,38.79,2024-08-20,38.53,0.6747988580326966,1.9984427718660678,29.354602126879353,False,-1.2223,0.2153,1,1,1,100.0,10.59734513274336,10.59734513274336,7.3252011419673035,0.6747988580326966,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
41,71.06998574901611,67.00789239629654,002372,伟星新材,bottom_area,2024-08-20,12.88,2024-08-20,12.76,0.9404388714733621,3.840125391849532,32.307692307692314,False,-2.719,0.5767,1,1,1,100.0,8.720930232558127,8.720930232558127,7.059561128526639,0.9404388714733621,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
42,68.6358891319272,64.27853410016642,002651,利君股份,bottom_area,2024-08-20,5.11,2024-08-20,5.08,0.590551181102367,2.559055118110234,30.02754820936639,False,-1.5414,1.995,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,7.4094488188976335,0.590551181102367,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
43,67.31585366744581,67.84366493223976,600027,华电国际,confirmed_rebound,2024-08-20,5.45,2024-08-06,5.22,4.406130268199242,10.536398467432948,27.298050139275766,True,-2.3297,0.7455,1,1,1,100.0,16.87979539641944,16.87979539641944,3.5938697318007584,4.406130268199242,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-2.33%; 状态confirmed_rebound; 底部已确认
44,66.37215977912882,67.05995418098509,002320,海峡股份,confirmed_rebound,2024-08-20,5.07,2024-07-09,4.85,4.536082474226818,10.309278350515465,27.28635682158921,True,-2.1236,0.4346,1,1,1,100.0,14.259259259259249,14.259259259259249,3.463917525773182,4.536082474226818,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-2.12%; 状态confirmed_rebound; 底部已确认
45,65.60250190796785,66.86141743627068,002543,万和电气,confirmed_rebound,2024-08-20,9.05,2024-07-25,8.62,4.988399071925772,11.948955916473333,29.632653061224495,True,-1.4161,0.251,1,1,1,100.0,18.736383442265804,18.736383442265804,3.0116009280742277,4.988399071925772,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部已确认
46,58.763219555784104,57.58087279048023,002833,弘亚数控,confirmed_rebound,2024-08-20,15.74,2024-07-30,15.29,2.9431000654022306,9.875735775016361,31.923419412288517,True,-1.625,0.5495,1,2,1,50.0,35.43624161073825,35.43624161073825,5.056899934597769,2.9431000654022306,历史1/2次成功; 当前距低点2.94%; 最新日涨幅-1.62%; 状态confirmed_rebound; 底部已确认
