rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.48130175845733,77.64882319840196,000301,东方盛虹,bottom_area,2022-10-28,12.77,2022-10-28,12.74,0.23547880690737333,5.8869701726844585,32.34200743494423,False,-5.1967,0.9448,4,4,4,100.0,17.503843430918035,28.337639965546952,7.7645211930926274,0.23547880690737333,历史4/4次成功; 当前距低点0.24%; 最新日涨幅-5.20%; 状态bottom_area; 底部未确认
12,75.58641116222357,74.72031963507565,601919,中远海控,confirmed_rebound,2022-10-28,11.25,2022-10-10,10.88,3.4007352941176396,8.915441176470578,28.13738441215323,True,-1.918,0.66,2,2,2,100.0,24.8601941164725,40.45881126173098,4.59926470588236,3.4007352941176396,历史2/2次成功; 当前距低点3.40%; 最新日涨幅-1.92%; 状态confirmed_rebound; 底部已确认
13,75.39628515948954,71.26374222416243,600322,津投城开,confirmed_rebound,2022-10-28,1.89,2022-10-28,1.87,1.069518716577529,8.021390374331546,29.433962264150935,False,-6.8966,4.6558,1,1,1,100.0,13.775510204081634,13.775510204081634,6.930481283422471,1.069518716577529,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-6.90%; 状态confirmed_rebound; 底部未确认
14,75.34267165929748,70.47092587570224,600346,恒力石化,bottom_area,2022-10-28,15.31,2022-10-28,15.23,0.5252790544977024,4.136572554169396,29.458082445576654,False,-4.0727,0.2788,2,2,2,100.0,15.798721075037673,23.443421765024375,7.474720945502297,0.5252790544977024,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
15,75.32634078314746,71.77651266766023,000703,恒逸石化,bottom_area,2022-10-28,6.81,2022-10-28,6.71,1.4903129657227965,6.259314456035766,30.753353973168213,False,-4.3539,1.9515,1,1,1,100.0,11.475409836065575,11.475409836065575,6.509687034277204,1.4903129657227965,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
16,74.1725052556279,69.20463980132726,603363,傲农生物,bottom_area,2022-10-28,12.66,2022-10-28,12.61,0.39651070578906195,7.057890563045207,32.05818965517241,False,-7.2527,5.2174,1,1,1,100.0,24.078947368421055,24.078947368421055,7.603489294210938,0.39651070578906195,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-7.25%; 状态bottom_area; 底部未确认
17,73.57465350130464,72.15251693561711,000591,太阳能,confirmed_rebound,2022-10-28,6.9,2022-10-10,6.7,2.9850746268656745,9.552238805970143,29.769392033542967,True,-3.4965,1.4167,1,1,1,100.0,32.84132841328414,32.84132841328414,5.014925373134325,2.9850746268656745,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-3.50%; 状态confirmed_rebound; 底部已确认
18,72.06980193470538,67.23058262014483,000401,金隅冀东,bottom_area,2022-10-28,7.78,2022-10-28,7.75,0.3870967741935516,4.5161290322580605,28.50553505535055,False,-4.6569,0.8872,1,1,1,100.0,13.350340136054426,13.350340136054426,7.612903225806448,0.3870967741935516,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-4.66%; 状态bottom_area; 底部未确认
19,71.25340875003144,66.41471544791816,000333,美的集团,bottom_area,2022-10-28,40.76,2022-10-28,40.62,0.3446578040374214,4.332840965041864,28.986013986013994,False,-4.2743,0.5863,1,1,1,100.0,8.443737855502564,8.443737855502564,7.65534219596258,0.3446578040374214,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
20,70.80743943686544,72.02109875062317,002600,领益智造,confirmed_rebound,2022-10-28,4.51,2022-10-10,4.3,4.883720930232557,12.093023255813964,30.533117932148635,True,-5.0526,0.5637,3,3,3,100.0,22.07517457824405,38.381201044386415,3.116279069767443,4.883720930232557,历史3/3次成功; 当前距低点4.88%; 最新日涨幅-5.05%; 状态confirmed_rebound; 底部已确认
21,68.52820378777027,68.19355426905693,300595,欧普康视,bottom_area,2022-10-28,31.3,2022-10-28,30.17,3.7454424925422574,6.065628107391443,30.048690006955713,False,-6.5393,7.5038,1,1,1,100.0,19.855715871254166,19.855715871254166,4.254557507457743,3.7454424925422574,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
22,68.2238052425274,69.08883847549907,600178,东安动力,confirmed_rebound,2022-10-28,6.07,2022-10-11,5.8,4.655172413793111,11.206896551724146,28.746928746928752,True,-4.1074,0.781,1,1,1,100.0,36.84210526315788,36.84210526315788,3.344827586206889,4.655172413793111,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-4.11%; 状态confirmed_rebound; 底部已确认
23,67.12628398875904,67.51606747106624,600203,福日电子,confirmed_rebound,2022-10-28,5.82,2022-10-10,5.58,4.3010752688172085,11.469534050179206,29.6343001261034,True,-5.0571,1.1617,1,1,1,100.0,24.045801526717554,24.045801526717554,3.6989247311827915,4.3010752688172085,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-5.06%; 状态confirmed_rebound; 底部已确认
