rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.97757358654614,84.43271860095392,605005,合兴股份,bottom_area,2025-06-11,19.2,2025-06-10,18.87,1.7488076311605631,5.19342872284049,29.08680947012401,False,1.2658,2.6599,1,1,1,100.0,96.96521095484826,96.96521095484826,13.251192368839437,1.7488076311605631,历史1/1次成功; 当前距低点1.75%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
12,84.33354641416545,75.70871613280343,688448,磁谷科技,bottom_area,2025-06-11,29.2,2025-06-03,28.71,1.706722396377563,4.771856495994418,27.113480578827115,False,-0.0684,2.4386,1,1,1,100.0,25.053995680345576,25.053995680345576,13.293277603622435,1.706722396377563,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
13,82.32375192011547,75.56902391725922,300817,双飞集团,bottom_area,2025-06-11,23.41,2025-06-10,22.75,2.9010989010989015,5.362637362637358,28.097345132743364,False,0.257,3.5753,1,1,1,100.0,16.470588235294116,16.470588235294116,12.098901098901099,2.9010989010989015,历史1/1次成功; 当前距低点2.90%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
14,79.1874424200171,73.48338556065534,002041,登海种业,bottom_area,2025-06-11,10.1,2025-06-03,9.76,3.4836065573770476,6.249999999999995,28.023598820059004,False,-0.8832,1.5129,2,2,2,100.0,18.2043468358871,21.395106715252467,11.516393442622952,3.4836065573770476,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
15,76.40885324505847,72.7177411545947,688318,财富趋势,bottom_area,2025-06-11,101.39,2025-06-06,96.71,4.83921000930618,8.458277323958233,30.906622847753095,True,2.4141,1.7003,5,7,5,71.42857142857143,27.609815538164007,36.949152542372886,10.16078999069382,4.83921000930618,历史5/7次成功; 当前距低点4.84%; 最新日涨幅2.41%; 状态bottom_area; 底部已确认
16,74.81739585260884,68.3886053133997,300394,天孚通信,bottom_area,2025-06-11,67.96,2025-06-09,66.19,2.6741199576975316,11.028856322707353,28.497353354218426,True,-1.1203,4.0882,2,3,2,66.66666666666666,27.252323388620475,33.2041656575442,12.325880042302467,2.6741199576975316,历史2/3次成功; 当前距低点2.67%; 最新日涨幅-1.12%; 状态bottom_area; 底部已确认
17,73.07497391340603,66.91869471440954,000715,中兴商业,bottom_area,2025-06-11,5.56,2025-06-03,5.41,2.7726432532347403,6.099815157116452,28.815789473684205,False,0.1802,1.4927,2,4,2,50.0,26.722157697767457,29.105691056910565,12.22735674676526,2.7726432532347403,历史2/4次成功; 当前距低点2.77%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
18,72.45291944490143,64.09731075786762,688188,柏楚电子,bottom_area,2025-06-11,137.92,2025-06-11,136.66,0.9219961949363318,1.5073906044197294,31.8675840063815,False,-0.217,0.2689,2,3,2,66.66666666666666,31.735459223955836,34.07281509974057,14.078003805063668,0.9219961949363318,历史2/3次成功; 当前距低点0.92%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
19,69.4832246430737,62.24711918660846,688135,利扬芯片,bottom_area,2025-06-11,19.11,2025-05-30,18.81,1.594896331738441,5.901116427432234,27.290297642056444,False,-0.0523,2.005,2,5,2,40.0,31.309047435333802,40.41850220264317,13.405103668261559,1.594896331738441,历史2/5次成功; 当前距低点1.59%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
20,68.67255878136916,63.4282467912872,001311,多利科技,bottom_area,2025-06-11,20.44,2025-06-10,19.8,3.232323232323235,4.191919191919183,31.794695142955565,False,2.2511,4.3985,1,2,1,50.0,46.9244288224956,46.9244288224956,11.767676767676765,3.232323232323235,历史1/2次成功; 当前距低点3.23%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
21,67.39578130691442,61.142914349187606,002136,安纳达,bottom_area,2025-06-11,10.81,2025-06-10,10.57,2.270577105014193,3.689687795648066,29.297658862876247,False,0.7456,5.1689,1,3,1,33.33333333333333,42.29299363057326,42.29299363057326,12.729422894985806,2.270577105014193,历史1/3次成功; 当前距低点2.27%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
22,66.82797605684773,61.02744421821542,300819,聚杰微纤,bottom_area,2025-06-11,21.91,2025-06-10,21.35,2.6229508196721247,7.119437939110068,31.12903225806451,False,0.3205,1.9666,1,2,1,50.0,26.54716175842936,26.54716175842936,12.377049180327875,2.6229508196721247,历史1/2次成功; 当前距低点2.62%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
23,66.72742795241581,63.03670510159671,300697,电工合金,bottom_area,2025-06-11,11.99,2025-06-10,11.48,4.442508710801392,6.271777003484311,27.43362831858407,False,3.0954,6.0879,2,4,2,50.0,26.320564313031607,31.64400494437578,10.557491289198607,4.442508710801392,历史2/4次成功; 当前距低点4.44%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
24,61.926436284407785,58.13329883938954,002042,华孚时尚,bottom_area,2025-06-11,4.82,2025-06-03,4.63,4.1036717062635075,9.935205183585312,28.549382716049386,True,-0.6186,1.099,1,2,1,50.0,42.41758241758243,42.41758241758243,10.896328293736492,4.1036717062635075,历史1/2次成功; 当前距低点4.10%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
