rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.3837406896544,82.5191351857858,300342,天银机电,bottom_area,2023-08-10,10.87,2023-08-10,10.76,1.0223048327137494,2.6951672862453617,30.625402965828496,False,-0.6399,3.1153,3,3,3,100.0,19.9461838944793,26.68539325842696,6.97769516728625,1.0223048327137494,历史3/3次成功; 当前距低点1.02%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
13,78.7970099565882,74.94575236257748,300633,开立医疗,bottom_area,2023-08-10,42.89,2023-08-08,42.3,1.3947990543735305,3.3096926713948127,32.44969658256148,False,-0.6946,0.6371,1,1,1,100.0,17.12846347607052,17.12846347607052,6.60520094562647,1.3947990543735305,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
14,78.0069774845052,74.15099685763984,600990,四创电子,bottom_area,2023-08-10,23.03,2023-07-24,22.72,1.36443661971832,3.521126760563384,29.199127454035533,False,-0.2599,0.3958,1,1,1,100.0,12.483399734395755,12.483399734395755,6.635563380281679,1.36443661971832,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
15,77.62280402632383,74.89209951986032,688143,长盈通,bottom_area,2023-08-10,29.62,2023-08-09,29.0,2.137931034482762,3.6896551724137945,30.605407992342666,False,-0.437,1.8117,1,1,1,100.0,25.949367088607595,25.949367088607595,5.8620689655172376,2.137931034482762,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
16,77.00264980930781,72.45437516148927,688262,国芯科技,bottom_area,2023-08-10,33.81,2023-08-10,33.53,0.8350730688935316,3.1613480465255064,27.580993520518355,False,-0.9086,1.3064,2,2,2,100.0,20.044848164336123,27.063197026022312,7.164926931106469,0.8350730688935316,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
17,76.02236133221724,73.60394596480229,605118,力鼎光电,bottom_area,2023-08-10,14.56,2023-07-28,14.23,2.3190442726633878,7.027406886858749,30.210887690044142,True,-0.6143,0.4041,1,1,1,100.0,12.050359712230225,12.050359712230225,5.680955727336612,2.3190442726633878,历史1/1次成功; 当前距低点2.32%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
18,75.57856585807092,76.13811103100217,600935,华塑股份,bottom_area,2023-08-10,3.81,2023-06-27,3.65,4.383561643835621,7.671232876712336,28.571428571428577,True,0.5277,0.2675,1,1,1,100.0,28.50877192982458,28.50877192982458,3.6164383561643794,4.383561643835621,历史1/1次成功; 当前距低点4.38%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
19,74.69738279135899,71.923965113462,300389,艾比森,bottom_area,2023-08-10,15.56,2023-08-01,15.25,2.0327868852459052,5.7704918032786825,27.895981087470446,False,-0.0642,0.844,1,1,1,100.0,8.702791461412156,8.702791461412156,5.967213114754095,2.0327868852459052,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
20,72.58638467750013,68.12069469212734,300375,鹏翎股份,bottom_area,2023-08-10,4.32,2023-08-10,4.29,0.6993006993007052,2.0979020979020944,30.243902439024396,False,-1.3699,7.1156,1,1,1,100.0,11.74785100286532,11.74785100286532,7.3006993006992955,0.6993006993007052,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
21,72.29090624481829,73.60263639845411,002755,奥赛康,bottom_area,2023-08-10,8.08,2023-08-08,7.7,4.935064935064934,6.363636363636354,31.00358422939068,False,0.0,0.3241,1,1,1,100.0,30.831099195710454,30.831099195710454,3.0649350649350664,4.935064935064934,历史1/1次成功; 当前距低点4.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,72.22461598960297,72.27390765722939,002768,国恩股份,confirmed_rebound,2023-08-10,23.46,2023-06-26,22.55,4.035476718403548,10.687361419068736,28.526148969889064,True,0.1708,0.5011,1,1,1,100.0,13.681691264459511,13.681691264459511,3.964523281596452,4.035476718403548,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.17%; 状态confirmed_rebound; 底部已确认
23,72.05812174039747,68.0131303063861,002377,国创高新,bottom_area,2023-08-10,3.04,2023-08-10,3.01,0.9966777408637957,1.9933554817275767,32.96213808463253,False,-0.3279,6.1291,1,1,1,100.0,14.814814814814808,14.814814814814808,7.003322259136205,0.9966777408637957,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
24,70.55196690077037,70.97873915673237,688314,康拓医疗,bottom_area,2023-08-10,33.13,2023-08-09,31.76,4.313602015113354,5.163727959697724,27.653758542141226,False,0.6685,0.6874,1,1,1,100.0,9.106192210703279,9.106192210703279,3.686397984886647,4.313602015113354,历史1/1次成功; 当前距低点4.31%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
25,70.0737873493962,69.89250428218557,002864,盘龙药业,bottom_area,2023-08-10,35.47,2023-08-08,34.15,3.8653001464128853,7.349926793557827,27.340425531914896,True,-3.0079,6.9058,1,1,1,100.0,21.26553019358567,21.26553019358567,4.134699853587115,3.8653001464128853,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-3.01%; 状态bottom_area; 底部已确认
26,68.97372282862447,69.45245515659684,002219,新里程,bottom_area,2023-08-10,3.83,2023-08-07,3.67,4.359673024523165,5.449591280653956,29.42307692307693,False,-0.2604,0.3642,1,1,1,100.0,23.938223938223942,23.938223938223942,3.6403269754768353,4.359673024523165,历史1/1次成功; 当前距低点4.36%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
27,65.83876201025761,67.0879865881051,002507,涪陵榨菜,bottom_area,2023-08-10,18.56,2023-06-26,17.68,4.977375565610854,7.861990950226248,28.967456809963842,True,-0.3757,0.3188,1,1,1,100.0,9.604316546762583,9.604316546762583,3.0226244343891464,4.977375565610854,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
