rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.17638891125458,80.14927609703729,688010,福光股份,bottom_area,2022-09-23,20.25,2022-09-23,20.02,1.148851148851151,4.845154845154839,28.44889206576126,False,-2.2683,0.2111,1,1,1,100.0,42.08955223880597,42.08955223880597,18.85114885114885,1.148851148851151,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
12,88.50112185347673,76.34282076817482,300502,新易盛,bottom_area,2022-09-23,21.6,2022-09-23,21.2,1.8867924528301987,4.716981132075472,27.620348241720727,False,-2.6589,1.5919,1,1,1,100.0,30.670470756062763,30.670470756062763,18.1132075471698,1.8867924528301987,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
13,88.09967739210906,76.32041356295814,002283,天润工业,bottom_area,2022-09-23,5.3,2022-09-19,5.19,2.11946050096338,5.394990366088619,27.816411682892905,False,-1.8519,0.5345,1,1,1,100.0,33.402061855670105,33.402061855670105,17.880539499036622,2.11946050096338,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
14,86.39989534072161,74.85911509665411,002012,凯恩股份,bottom_area,2022-09-23,5.28,2022-09-19,5.17,2.1276595744680913,5.222437137330763,31.523178807947016,False,-1.8587,2.1232,1,1,1,100.0,25.646123260437374,25.646123260437374,17.87234042553191,2.1276595744680913,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
15,85.20010396427253,71.77720201301898,002343,慈文传媒,bottom_area,2022-09-23,5.08,2022-09-23,5.05,0.594059405940599,5.5445544554455495,27.753934191702434,False,-3.7879,2.5259,1,1,1,100.0,40.33149171270718,40.33149171270718,19.405940594059402,0.594059405940599,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
16,84.39128280751599,71.22090620588034,300437,清水源,bottom_area,2022-09-23,17.51,2022-09-23,17.39,0.6900517538815468,5.1178838412881,29.3950466910272,False,-3.473,2.3585,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,19.309948246118456,0.6900517538815468,历史5/6次成功; 当前距低点0.69%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
17,83.86255315351085,70.67434163851134,688018,乐鑫科技,bottom_area,2022-09-23,80.48,2022-09-23,79.99,0.6125765720715204,4.8256032004000495,31.632478632478637,False,-3.3389,0.7521,1,1,1,100.0,34.629119477604306,34.629119477604306,19.38742342792848,0.6125765720715204,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
18,83.22633572153345,70.45457094582262,688183,生益电子,bottom_area,2022-09-23,9.4,2022-09-23,9.32,0.858369098712447,4.184549356223182,29.713423831070884,False,-2.7921,0.4066,1,1,1,100.0,26.24544349939247,26.24544349939247,19.141630901287556,0.858369098712447,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
19,82.64300736541686,69.95233108425332,002451,摩恩电气,bottom_area,2022-09-23,5.92,2022-09-23,5.87,0.8517887563884127,3.7478705281090248,29.95226730310263,False,-2.4712,1.3339,1,1,1,100.0,23.464566929133863,23.464566929133863,19.148211243611588,0.8517887563884127,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
20,82.14393217821781,68.78080445544555,600130,波导股份,bottom_area,2022-09-23,3.85,2022-09-23,3.84,0.2604166666666727,4.427083333333331,29.020332717190396,False,-3.99,4.5417,1,1,1,100.0,20.13201320132014,20.13201320132014,19.73958333333333,0.2604166666666727,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
21,80.53160385748525,68.89709450277188,002245,蔚蓝锂芯,bottom_area,2022-09-23,14.84,2022-09-23,14.63,1.435406698564587,5.673274094326726,27.788746298124384,False,-2.7523,2.1388,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,18.564593301435416,1.435406698564587,历史2/3次成功; 当前距低点1.44%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
22,76.73248237081853,69.90459199036434,002278,神开股份,bottom_area,2022-09-23,5.16,2022-09-21,4.92,4.878048780487809,10.772357723577242,29.613733905579405,True,-3.7313,6.6323,1,1,1,100.0,33.74485596707818,33.74485596707818,15.121951219512193,4.878048780487809,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-3.73%; 状态bottom_area; 底部已确认
23,72.31298321424754,61.671048490922416,300648,星云股份,bottom_area,2022-09-23,36.88,2022-09-23,36.42,1.2630422844590907,6.26029654036244,27.60882528324389,False,-2.717,2.8669,2,5,2,40.0,24.14400483596314,26.78362573099414,18.73695771554091,1.2630422844590907,历史2/5次成功; 当前距低点1.26%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
24,71.01222672172356,60.648334350497166,603229,奥翔药业,bottom_area,2022-09-23,24.18,2022-09-23,23.86,1.341156747694888,5.155071248952224,31.73104434907011,False,-3.0862,1.3871,1,2,1,50.0,41.48479427549196,41.48479427549196,18.65884325230511,1.341156747694888,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
25,71.00145842060533,60.47848753909797,002080,中材科技,bottom_area,2022-09-23,21.15,2022-09-23,20.9,1.1961722488038278,3.8755980861244135,27.15231788079471,False,-1.8561,0.4596,1,2,1,50.0,28.579356270810223,28.579356270810223,18.803827751196174,1.1961722488038278,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
26,70.94741899059092,61.20782263101122,300508,维宏股份,bottom_area,2022-09-23,20.99,2022-09-19,20.6,1.893203883495131,7.66990291262135,30.849278281302446,True,-3.6272,1.422,1,2,1,50.0,42.06627680311891,42.06627680311891,18.10679611650487,1.893203883495131,历史1/2次成功; 当前距低点1.89%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
27,68.58063679819051,58.73938282349931,601686,友发集团,bottom_area,2022-09-23,6.1,2022-09-21,6.01,1.4975041597337746,3.9933444259567423,29.54279015240328,False,-1.1345,0.5083,1,2,1,50.0,22.923076923076927,22.923076923076927,18.502495840266224,1.4975041597337746,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
28,66.46420436221652,56.41772564305463,002316,亚联发展,bottom_area,2022-09-23,3.01,2022-09-21,2.98,1.0067114093959666,7.718120805369128,28.70813397129186,True,-5.0473,3.8643,1,3,1,33.33333333333333,24.890829694323134,24.890829694323134,18.993288590604035,1.0067114093959666,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-5.05%; 状态bottom_area; 底部已确认
29,65.88673501736405,56.67762739268765,688021,奥福科技,bottom_area,2022-09-23,21.11,2022-09-23,20.75,1.734939759036142,5.301204819277115,29.85125084516565,False,-3.2539,0.8669,1,2,1,50.0,24.96392496392497,24.96392496392497,18.26506024096386,1.734939759036142,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
30,64.9820116681388,56.37431982403833,688079,美迪凯,bottom_area,2022-09-23,9.3,2022-09-23,9.1,2.19780219780221,6.1538461538461595,31.835205992509362,False,-3.125,0.9465,1,2,1,50.0,29.007036747458958,29.007036747458958,17.802197802197792,2.19780219780221,历史1/2次成功; 当前距低点2.20%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
31,64.61201199574988,54.8882066892922,688027,国盾量子,bottom_area,2022-09-23,87.64,2022-09-23,86.73,1.0492332526230792,5.257696298858529,32.2421875,False,-3.3524,0.7717,1,3,1,33.33333333333333,26.382393397524062,26.382393397524062,18.95076674737692,1.0492332526230792,历史1/3次成功; 当前距低点1.05%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
32,64.52363062671026,55.33524701708343,603033,三维股份,bottom_area,2022-09-23,16.2,2022-09-23,15.95,1.5673981191222572,4.6394984326018935,32.415254237288146,False,-1.8182,0.2091,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,18.432601880877744,1.5673981191222572,历史1/3次成功; 当前距低点1.57%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
33,62.486034874659104,54.417130400496475,300572,安车检测,bottom_area,2022-09-23,11.91,2022-09-19,11.63,2.4075666380051532,8.082545141874457,31.42688679245283,True,-3.4063,1.5383,1,3,1,33.33333333333333,31.306715063520883,31.306715063520883,17.592433361994846,2.4075666380051532,历史1/3次成功; 当前距低点2.41%; 最新日涨幅-3.41%; 状态bottom_area; 底部已确认
34,61.35328767137781,51.687625377703796,600215,派斯林,bottom_area,2022-09-23,6.77,2022-09-16,6.73,0.5943536404160349,4.903417533432379,29.1578947368421,False,-3.2857,1.0084,1,2,1,50.0,23.993288590604024,23.993288590604024,19.405646359583965,0.5943536404160349,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
35,61.15700436328521,51.82796979939424,300484,蓝海华腾,bottom_area,2022-09-23,11.0,2022-09-19,10.9,0.9174311926605472,6.23853211009174,28.52459016393442,False,-3.169,1.6679,1,2,1,50.0,28.708133971291865,28.708133971291865,19.082568807339452,0.9174311926605472,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
36,56.174872854388106,51.00978835978835,000421,南京公用,bottom_area,2022-09-23,5.57,2022-09-19,5.32,4.6992481203007515,10.902255639097746,27.520435967302447,True,-2.109,3.5782,1,3,1,33.33333333333333,30.864197530864196,30.864197530864196,15.300751879699249,4.6992481203007515,历史1/3次成功; 当前距低点4.70%; 最新日涨幅-2.11%; 状态bottom_area; 底部已确认
