rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.30169652774796,78.31542801566928,300358,楚天科技,bottom_area,2025-12-05,9.21,2025-12-05,8.96,2.790178571428571,3.013392857142852,27.74193548387096,False,1.6556,2.2225,3,4,3,75.0,34.04319977702382,38.205499276411004,17.20982142857143,2.790178571428571,历史3/4次成功; 当前距低点2.79%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
13,80.31098179416693,70.77382822326693,601127,赛力斯,bottom_area,2025-12-05,126.11,2025-11-24,122.37,3.0563046498324713,7.232164746261334,28.854651162790695,True,0.0952,0.8126,5,9,5,55.55555555555556,29.69523621503266,42.19143576826195,16.94369535016753,3.0563046498324713,历史5/9次成功; 当前距低点3.06%; 最新日涨幅0.10%; 状态bottom_area; 底部已确认
14,80.17480278623484,69.8906003345974,688337,普源精电,bottom_area,2025-12-05,36.63,2025-12-04,35.75,2.461538461538469,2.7412587412587324,28.499999999999996,False,1.5244,0.8789,3,6,3,50.0,38.886602295188766,54.46153846153845,17.538461538461533,2.461538461538469,历史3/6次成功; 当前距低点2.46%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
15,76.28371189614391,66.64675720589052,300598,诚迈科技,bottom_area,2025-12-05,46.46,2025-12-05,45.29,2.583351733274457,2.8703908147494026,29.234375,False,0.2373,2.8,2,5,2,40.0,44.60644708471124,45.24950099800398,17.41664826672554,2.583351733274457,历史2/5次成功; 当前距低点2.58%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
16,72.47028567028566,63.17435897435897,000803,山高环能,bottom_area,2025-12-05,6.66,2025-12-05,6.5,2.4615384615384635,2.7692307692307647,32.22106360792492,False,1.2158,2.0354,1,2,1,50.0,36.1111111111111,36.1111111111111,17.538461538461537,2.4615384615384635,历史1/2次成功; 当前距低点2.46%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
17,70.36422001564836,61.60325976786005,002017,东信和平,bottom_area,2025-12-05,20.94,2025-12-04,20.39,2.697400686611087,2.9426189308484445,29.373051610668515,False,1.7987,1.7399,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,17.302599313388914,2.697400686611087,历史1/3次成功; 当前距低点2.70%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
18,69.36123754978517,60.34705414779271,002176,江特电机,bottom_area,2025-12-05,9.56,2025-12-05,9.34,2.3554603854389793,2.8907922912205524,27.428127428127425,False,-0.1045,3.4425,2,5,2,40.0,30.416687239750484,39.01808785529715,17.644539614561022,2.3554603854389793,历史2/5次成功; 当前距低点2.36%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
19,65.85447368472991,58.74739000842351,603127,昭衍新药,bottom_area,2025-12-05,27.84,2025-11-21,26.84,3.7257824143070044,8.792846497764529,29.33122696155871,True,-0.0718,1.6975,1,2,1,50.0,41.08695652173912,41.08695652173912,16.274217585692995,3.7257824143070044,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-0.07%; 状态bottom_area; 底部已确认
20,65.62557040769583,56.72718797953369,000695,滨海能源,bottom_area,2025-12-05,14.28,2025-12-05,14.0,1.9999999999999956,5.071428571428577,27.27272727272727,False,-2.6585,10.9433,2,6,2,33.33333333333333,21.042229280647017,21.910112359550556,18.000000000000004,1.9999999999999956,历史2/6次成功; 当前距低点2.00%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
21,64.6925413024468,55.71019300324514,002459,晶澳科技,bottom_area,2025-12-05,11.35,2025-12-05,11.15,1.793721973094164,2.0627802690582997,27.12418300653595,False,1.3393,1.3881,1,6,1,16.666666666666664,26.683937823834192,26.683937823834192,18.206278026905835,1.793721973094164,历史1/6次成功; 当前距低点1.79%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
22,63.617673335471345,56.08725744118244,000661,长春高新,bottom_area,2025-12-05,99.73,2025-12-05,96.75,3.0801033591731306,3.10077519379845,31.755660576990905,False,0.3421,1.4591,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,16.91989664082687,3.0801033591731306,历史1/3次成功; 当前距低点3.08%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
23,63.33685225165958,56.6816033158954,603197,保隆科技,bottom_area,2025-12-05,35.43,2025-11-21,34.1,3.90029325513196,4.516129032258062,27.431368376250266,False,1.5186,0.8096,2,6,2,33.33333333333333,21.617949485284576,23.07435811937312,16.09970674486804,3.90029325513196,历史2/6次成功; 当前距低点3.90%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
24,62.288426349717994,55.62674340134968,600383,金地集团,bottom_area,2025-12-05,3.29,2025-12-05,3.17,3.78548895899054,4.100946372239744,30.482456140350873,False,0.9202,3.1259,1,4,1,25.0,32.594936708860764,32.594936708860764,16.21451104100946,3.78548895899054,历史1/4次成功; 当前距低点3.79%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
25,61.157774275964165,54.61368543779148,002291,遥望科技,bottom_area,2025-12-05,6.86,2025-12-05,6.61,3.7821482602118,4.689863842662626,28.77155172413792,False,1.9316,5.9504,1,4,1,25.0,27.107438016528935,27.107438016528935,16.217851739788202,3.7821482602118,历史1/4次成功; 当前距低点3.78%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
26,59.88627709872854,52.634423231304396,000002,万科A,bottom_area,2025-12-05,4.95,2025-12-05,4.81,2.9106029106029228,3.3264033264033293,32.63305322128851,False,-0.4024,3.2738,1,4,1,25.0,28.255902513328245,28.255902513328245,17.089397089397078,2.9106029106029228,历史1/4次成功; 当前距低点2.91%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
27,58.62087906011952,52.33899196866931,300612,宣亚国际,bottom_area,2025-12-05,17.33,2025-12-05,16.7,3.7724550898203537,3.892215568862288,28.418345477925417,False,1.9412,11.1641,1,5,1,20.0,25.592417061611382,25.592417061611382,16.22754491017965,3.7724550898203537,历史1/5次成功; 当前距低点3.77%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
